mean_hue,mean_saturation,mean_value,lesion_ratio,texture_contrast,disease
14.04,176.07,103.75,0.155,68.03,Apple Black Rot
27.32,153.32,149.54,0.2506,87.68,Apple Black Rot
66.48,109.7,106.68,0.0039,11.15,Healthy
33.1,142.73,129.82,0.189,55.76,Rice Brown Spot
60.04,113.33,202.22,0.0245,10.27,Healthy
50.41,143.18,193.81,0.0145,25.88,Healthy
29.92,113.8,120.55,0.2156,102.54,Apple Black Rot
16.52,80.91,114.83,0.3289,81.19,Tomato Early Blight
11.99,150.7,115.43,0.4554,67.09,Apple Black Rot
33.15,146.0,88.88,0.196,68.37,Apple Black Rot
66.01,124.4,216.01,0.0287,14.95,Healthy
35.7,203.74,105.53,0.2278,38.03,Rice Brown Spot
27.19,107.35,123.65,0.1681,53.45,Apple Black Rot
50.6,131.56,158.92,0.0096,13.85,Healthy
29.1,131.41,127.94,0.3329,94.87,Apple Black Rot
47.25,168.13,185.92,0.0182,11.77,Healthy
11.6,139.61,123.96,0.2238,108.91,Tomato Early Blight
30.37,121.74,80.97,0.4782,97.4,Apple Black Rot
11.82,99.91,84.78,0.3671,88.14,Potato Late Blight
17.69,191.54,99.83,0.2021,66.12,Rice Brown Spot
46.52,136.67,146.91,0.0293,29.09,Healthy
21.11,110.33,121.66,0.2755,68.75,Potato Late Blight
63.33,185.83,201.38,0.0108,23.74,Healthy
41.83,170.16,101.18,0.0123,16.59,Healthy
31.66,124.42,63.71,0.4518,107.13,Potato Late Blight
36.81,189.29,178.61,0.095,63.12,Rice Brown Spot
30.94,165.8,113.65,0.1362,58.46,Rice Brown Spot
21.86,113.38,107.93,0.4612,89.85,Potato Late Blight
27.86,124.46,52.71,0.3072,70.75,Tomato Early Blight
14.54,130.41,82.28,0.2403,82.48,Apple Black Rot
53.65,116.36,136.49,0.0186,16.04,Healthy
25.71,123.86,53.88,0.3248,103.53,Apple Black Rot
53.75,152.87,104.13,0.0192,11.63,Healthy
22.48,109.65,76.51,0.3012,119.93,Apple Black Rot
43.1,158.5,158.63,0.0157,23.34,Healthy
32.77,123.57,62.91,0.4098,95.02,Potato Late Blight
12.81,84.93,75.75,0.1975,68.2,Apple Black Rot
19.67,162.11,146.95,0.3089,85.49,Apple Black Rot
28.4,107.51,113.91,0.2693,119.84,Potato Late Blight
29.73,140.29,115.42,0.4994,55.25,Potato Late Blight
65.09,197.44,217.07,0.002,26.44,Healthy
31.98,131.42,103.92,0.2393,103.75,Tomato Early Blight
20.98,83.99,86.23,0.4392,99.1,Potato Late Blight
11.38,122.69,96.9,0.475,94.88,Tomato Early Blight
26.94,213.15,107.21,0.2328,79.05,Rice Brown Spot
25.66,188.25,142.85,0.1931,43.41,Corn Common Rust
18.76,185.55,74.38,0.1695,73.48,Corn Common Rust
28.47,165.93,78.47,0.1842,71.06,Corn Common Rust
24.32,93.72,143.77,0.2732,81.23,Tomato Early Blight
12.55,171.11,132.05,0.416,53.41,Apple Black Rot
25.14,143.19,102.71,0.3539,97.87,Tomato Early Blight
24.56,98.66,68.82,0.2145,53.99,Tomato Early Blight
65.21,101.75,105.88,0.0172,26.39,Healthy
56.24,128.41,219.37,0.029,18.81,Healthy
58.77,158.08,189.0,0.0203,14.12,Healthy
23.51,189.39,103.64,0.2018,60.99,Rice Brown Spot
22.82,114.33,82.86,0.3608,72.56,Tomato Early Blight
38.44,190.33,161.79,0.0612,67.38,Corn Common Rust
34.21,151.42,175.38,0.0567,58.99,Rice Brown Spot
27.81,97.59,73.54,0.323,114.04,Potato Late Blight
40.44,192.11,217.13,0.0067,14.16,Healthy
26.15,103.29,65.68,0.3892,91.56,Potato Late Blight
17.74,124.8,90.55,0.4944,70.46,Tomato Early Blight
50.64,156.46,130.28,0.0275,15.31,Healthy
14.92,174.73,70.56,0.3648,65.62,Tomato Early Blight
28.59,214.57,144.45,0.1103,39.42,Rice Brown Spot
12.33,94.39,60.47,0.298,105.69,Apple Black Rot
13.26,144.34,69.72,0.1842,61.68,Potato Late Blight
22.11,136.49,83.71,0.1232,41.47,Rice Brown Spot
35.48,182.87,99.27,0.0578,52.78,Rice Brown Spot
32.08,203.24,179.08,0.0827,64.59,Rice Brown Spot
21.68,148.57,72.63,0.1961,112.09,Apple Black Rot
12.68,158.07,141.02,0.284,94.14,Tomato Early Blight
20.94,111.04,126.21,0.4777,115.85,Apple Black Rot
68.59,123.93,174.89,0.0142,27.51,Healthy
32.81,143.32,122.11,0.24,100.36,Apple Black Rot
35.42,149.96,120.35,0.0691,74.91,Corn Common Rust
26.31,120.52,109.6,0.1876,51.18,Potato Late Blight
32.82,97.74,50.7,0.4319,55.38,Tomato Early Blight
26.97,103.68,58.4,0.4195,94.11,Apple Black Rot
44.32,216.44,88.01,0.1099,35.01,Corn Common Rust
38.45,140.38,98.67,0.0685,49.97,Rice Brown Spot
25.74,121.62,66.65,0.4952,107.46,Potato Late Blight
40.56,114.36,178.95,0.0218,25.73,Healthy
17.65,128.31,56.32,0.3639,118.86,Tomato Early Blight
62.59,150.0,115.34,0.0175,16.0,Healthy
21.86,161.61,93.21,0.4287,91.68,Potato Late Blight
30.34,151.5,74.88,0.4686,60.81,Tomato Early Blight
17.81,121.67,166.09,0.0973,40.58,Rice Brown Spot
24.6,170.6,87.88,0.2419,72.58,Corn Common Rust
59.93,134.34,102.29,0.0207,28.91,Healthy
20.88,132.52,69.96,0.4127,102.25,Tomato Early Blight
53.28,173.22,127.96,0.0244,21.77,Healthy
25.55,164.02,77.62,0.1656,59.88,Rice Brown Spot
15.88,174.12,75.82,0.1902,32.79,Corn Common Rust
18.97,179.56,98.02,0.3201,89.61,Tomato Early Blight
66.07,190.45,100.09,0.0178,24.39,Healthy
20.77,166.39,97.04,0.233,46.77,Rice Brown Spot
22.17,173.49,113.71,0.4645,81.96,Apple Black Rot
33.25,125.87,68.16,0.2558,53.56,Tomato Early Blight
27.19,212.66,148.15,0.1338,55.86,Rice Brown Spot
34.61,146.64,78.54,0.355,57.66,Tomato Early Blight
45.24,164.8,129.45,0.0215,25.54,Healthy
10.12,121.27,60.05,0.3282,51.73,Potato Late Blight
23.33,179.6,130.05,0.446,94.47,Potato Late Blight
21.2,212.51,110.27,0.0707,65.12,Rice Brown Spot
18.46,80.71,118.03,0.4389,60.26,Potato Late Blight
26.25,154.2,53.15,0.1926,94.32,Potato Late Blight
19.22,156.97,131.09,0.2901,116.3,Tomato Early Blight
23.01,83.71,58.07,0.3853,98.24,Apple Black Rot
33.41,162.55,129.13,0.2203,106.36,Tomato Early Blight
13.7,174.09,68.29,0.3486,76.39,Apple Black Rot
48.21,139.97,217.94,0.0161,20.05,Healthy
40.42,156.69,211.87,0.02,26.45,Healthy
43.6,210.32,148.51,0.2136,63.37,Corn Common Rust
55.1,176.51,158.23,0.0045,22.97,Healthy
31.5,101.3,110.78,0.1793,95.01,Potato Late Blight
11.82,142.68,75.32,0.4313,107.25,Apple Black Rot
43.03,140.65,150.85,0.2233,56.04,Corn Common Rust
31.39,128.95,115.98,0.2207,72.81,Rice Brown Spot
32.94,156.46,57.91,0.3066,57.13,Apple Black Rot
25.58,115.61,128.89,0.2318,94.74,Tomato Early Blight
18.0,156.32,130.22,0.2848,79.25,Apple Black Rot
18.81,162.75,87.69,0.1901,67.94,Corn Common Rust
24.53,87.89,69.17,0.3161,75.3,Apple Black Rot
23.39,119.42,134.82,0.3225,83.03,Tomato Early Blight
31.17,163.19,90.35,0.2667,84.43,Apple Black Rot
67.53,190.83,172.55,0.0158,21.15,Healthy
15.97,174.93,80.51,0.2091,82.25,Tomato Early Blight
41.05,132.31,165.29,0.0166,17.13,Healthy
60.17,132.88,133.37,0.0055,19.95,Healthy
28.99,100.6,120.93,0.1574,79.33,Potato Late Blight
17.15,152.28,144.53,0.471,90.84,Apple Black Rot
40.58,139.82,166.18,0.1205,66.13,Corn Common Rust
32.65,92.66,67.85,0.3226,55.74,Potato Late Blight
32.5,193.48,105.37,0.0569,36.36,Corn Common Rust
36.07,185.89,178.8,0.103,63.6,Corn Common Rust
15.05,91.01,88.34,0.443,110.57,Potato Late Blight
36.83,131.52,134.69,0.1834,40.04,Rice Brown Spot
31.19,127.75,71.98,0.0705,50.52,Corn Common Rust
12.8,164.95,103.28,0.315,118.68,Tomato Early Blight
18.54,195.65,80.48,0.0555,50.18,Corn Common Rust
68.39,157.98,164.83,0.0015,11.26,Healthy
35.4,140.29,152.02,0.2491,63.28,Rice Brown Spot
19.64,150.12,97.39,0.1245,42.73,Corn Common Rust
21.25,100.47,106.65,0.3773,71.18,Apple Black Rot
16.98,116.94,65.95,0.4599,50.7,Potato Late Blight
20.12,139.77,105.07,0.1687,40.51,Rice Brown Spot
34.25,82.2,130.27,0.4258,70.8,Apple Black Rot
16.42,89.25,60.09,0.2197,119.99,Apple Black Rot
25.97,94.12,142.06,0.1828,116.85,Potato Late Blight
15.04,209.4,127.39,0.1025,68.36,Rice Brown Spot
16.46,113.72,90.23,0.1679,84.76,Tomato Early Blight
35.78,144.35,172.48,0.071,43.4,Corn Common Rust
13.79,159.85,120.72,0.2166,75.67,Tomato Early Blight
16.42,137.64,175.15,0.0641,47.75,Rice Brown Spot
57.36,191.13,166.49,0.0052,17.57,Healthy
19.77,155.42,116.14,0.1281,63.29,Rice Brown Spot
15.53,152.92,100.03,0.2953,61.84,Apple Black Rot
38.92,192.01,79.47,0.1428,38.7,Corn Common Rust
10.45,120.03,104.99,0.3669,96.44,Potato Late Blight
15.39,92.05,135.15,0.2048,118.23,Apple Black Rot
32.58,85.09,136.36,0.2693,112.97,Potato Late Blight
18.75,172.84,56.56,0.3423,91.36,Potato Late Blight
33.66,180.68,163.44,0.1582,70.19,Corn Common Rust
11.56,118.39,94.44,0.1996,57.17,Potato Late Blight
42.55,130.29,189.35,0.0289,24.36,Healthy
31.7,168.13,85.02,0.1791,100.72,Apple Black Rot
10.44,150.32,52.17,0.3709,61.45,Apple Black Rot
22.6,81.35,86.29,0.3604,109.4,Apple Black Rot
55.73,167.07,132.33,0.0083,28.67,Healthy
31.86,151.46,79.28,0.187,65.39,Corn Common Rust
31.37,155.94,78.96,0.0887,77.54,Corn Common Rust
27.06,167.15,73.75,0.4926,77.05,Potato Late Blight
30.26,144.31,151.92,0.0836,39.5,Rice Brown Spot
42.01,186.48,81.57,0.1844,61.77,Rice Brown Spot
39.76,206.82,115.55,0.1896,43.41,Rice Brown Spot
14.38,81.01,64.88,0.4216,81.27,Potato Late Blight
23.51,125.82,144.5,0.3858,54.54,Tomato Early Blight
22.21,166.98,120.1,0.1664,47.84,Rice Brown Spot
64.91,166.4,140.6,0.0281,28.24,Healthy
23.14,151.81,108.15,0.4817,53.76,Potato Late Blight
25.01,133.01,52.78,0.2363,82.17,Apple Black Rot
22.71,179.18,76.61,0.4416,79.88,Apple Black Rot
61.82,163.38,116.86,0.0133,21.23,Healthy
18.24,124.06,135.7,0.3895,111.77,Potato Late Blight
32.49,216.02,142.64,0.1545,31.18,Corn Common Rust
22.8,174.07,54.78,0.2733,109.96,Apple Black Rot
43.77,131.1,206.31,0.0232,24.71,Healthy
34.71,126.53,55.82,0.2418,80.52,Apple Black Rot
28.25,118.72,128.44,0.3225,62.66,Apple Black Rot
16.3,129.08,57.55,0.3663,96.61,Potato Late Blight
68.63,187.42,184.95,0.0214,15.05,Healthy
15.97,179.53,129.31,0.2438,54.21,Rice Brown Spot
23.79,164.11,149.68,0.3006,72.42,Potato Late Blight
25.02,86.25,122.12,0.2306,97.96,Apple Black Rot
47.96,168.61,213.85,0.008,26.23,Healthy
31.3,115.66,76.14,0.4813,100.84,Tomato Early Blight
21.23,159.65,104.71,0.3775,102.76,Tomato Early Blight
43.51,152.82,115.22,0.0178,19.65,Healthy
20.15,177.04,61.24,0.244,84.47,Potato Late Blight
20.61,151.47,110.38,0.2546,78.76,Potato Late Blight
51.66,144.37,206.96,0.0123,12.9,Healthy
29.51,100.12,58.01,0.3161,50.7,Tomato Early Blight
34.75,148.68,131.56,0.1059,47.44,Rice Brown Spot
16.57,198.28,163.01,0.2098,55.42,Corn Common Rust
31.13,152.72,148.08,0.2045,65.8,Apple Black Rot
21.79,175.98,117.62,0.4677,101.08,Potato Late Blight
40.06,156.54,162.58,0.1609,75.08,Rice Brown Spot
10.23,87.54,75.04,0.3843,112.18,Apple Black Rot
25.17,98.85,130.5,0.4886,68.8,Tomato Early Blight
42.58,155.91,160.33,0.0043,18.84,Healthy
49.52,148.37,135.35,0.0078,10.52,Healthy
23.85,80.16,78.32,0.4585,91.56,Potato Late Blight
20.51,177.69,87.03,0.1212,64.85,Corn Common Rust
34.68,154.11,152.23,0.16,52.62,Corn Common Rust
34.1,217.48,160.82,0.062,48.81,Rice Brown Spot
32.04,174.19,123.96,0.1803,96.84,Potato Late Blight
18.49,151.9,78.7,0.2375,74.94,Apple Black Rot
17.54,118.4,135.44,0.4121,69.06,Apple Black Rot
10.73,156.91,140.19,0.3062,88.55,Apple Black Rot
21.37,172.01,122.22,0.1017,70.93,Rice Brown Spot
43.1,150.84,165.65,0.2028,42.39,Rice Brown Spot
26.82,133.04,116.28,0.3566,79.59,Apple Black Rot
17.64,132.45,115.19,0.4228,103.7,Potato Late Blight
14.29,160.78,119.29,0.3446,98.97,Apple Black Rot
30.44,134.93,142.98,0.4818,54.85,Potato Late Blight
67.21,158.74,110.25,0.0135,25.13,Healthy
25.05,149.74,59.05,0.3241,68.42,Potato Late Blight
41.89,188.57,164.49,0.0678,73.25,Rice Brown Spot
27.26,162.89,134.41,0.1542,37.49,Rice Brown Spot
13.37,109.62,107.23,0.3046,74.27,Apple Black Rot
38.88,150.58,78.01,0.2365,49.73,Rice Brown Spot
43.91,134.56,196.92,0.0074,11.27,Healthy
33.22,172.32,166.19,0.0587,43.05,Corn Common Rust
47.0,186.44,137.12,0.0208,10.32,Healthy
18.79,134.35,57.27,0.4265,65.24,Tomato Early Blight
30.08,136.19,124.09,0.3817,74.89,Tomato Early Blight
19.56,110.45,52.49,0.1514,65.9,Tomato Early Blight
21.48,161.8,142.99,0.3408,96.3,Apple Black Rot
17.96,143.21,147.98,0.2147,72.85,Corn Common Rust
44.62,170.54,129.24,0.0141,21.83,Healthy
11.89,162.76,92.77,0.3586,56.28,Potato Late Blight
10.43,134.97,135.78,0.3159,50.29,Apple Black Rot
33.34,114.46,66.1,0.3471,116.06,Potato Late Blight
32.21,124.19,64.28,0.4175,105.3,Tomato Early Blight
31.55,127.71,149.46,0.3877,55.19,Potato Late Blight
20.2,108.74,105.79,0.2565,56.05,Potato Late Blight
28.49,203.69,132.95,0.2498,44.34,Rice Brown Spot
57.95,160.18,107.74,0.0292,20.88,Healthy
34.38,103.23,138.13,0.2649,57.9,Tomato Early Blight
39.2,124.99,136.37,0.2114,37.85,Rice Brown Spot
28.6,218.93,76.02,0.121,54.1,Corn Common Rust
57.97,127.44,148.0,0.0234,28.82,Healthy
31.26,135.05,132.59,0.2562,77.89,Apple Black Rot
60.65,125.98,130.56,0.0299,13.76,Healthy
55.8,105.71,113.27,0.0066,19.29,Healthy
